media_id,label_result,text_result
1516836_330669647071463_1735103527_n,"{u'document': '0.57291538', u'text': '0.91773379', u'brand': '0.59691668', u'diagram': '0.55875254', u'shape': '0.59908259', u'line': '0.7597701', u'font': '0.75017196', u'presentation': '0.529426'}","[u'oncemoreforluck:\ndrarna\nit\'s weird how people say ""follow\nyour dreams"" instead of ""follow\nyour ambitions"" because once i\nhad a dream where i worked for a\nplace that tried to genetically\nengineer ducks to speak english\nexcept the ducks only criticized\npeople\'s fashion sense\nplease follow your dream\n', u'oncemoreforluck:', u'drarna', u""it's"", u'weird', u'how', u'people', u'say', u'""follow', u'your', u'dreams""', u'instead', u'of', u'""follow', u'your', u'ambitions""', u'because', u'once', u'i', u'had', u'a', u'dream', u'where', u'i', u'worked', u'for', u'a', u'place', u'that', u'tried', u'to', u'genetically', u'engineer', u'ducks', u'to', u'speak', u'english', u'except', u'the', u'ducks', u'only', u'criticized', u""people's"", u'fashion', u'sense', u'please', u'follow', u'your', u'dream']"
929377_441890955912387_37965014_n,"{u'picture frame': '0.60500383', u'brand': '0.59691668', u'album cover': '0.63861322', u'advertising': '0.553575'}",[]
1173237_446260588811887_411111906_n,"{u'helmet': '0.59982079', u'football helmet': '0.6585232', u'image': '0.89988816', u'machine': '0.50600237', u'personal protective equipment': '0.60969442', u'football equipment and supplies': '0.79724056', u'clothing': '0.93179584', u'protective equipment in gridiron football': '0.82119149', u'goaltender mask': '0.54838735'}","[u'VEN.\n', u'VEN.']"
10354426_1425028374429480_1217668897_n,"{u'emotion': '0.57155788', u'singer': '0.52160978', u'hairstyle': '0.81072444', u'male': '0.80142981', u'eye': '0.50561285', u'ear': '0.55157048', u'photography': '0.83340406', u'facial hair': '0.67318618', u'head': '0.74405813', u'face': '0.95067066', u'hair': '0.96585', u'person': '0.90803307', u'interaction': '0.54440826', u'lip': '0.55871671', u'nose': '0.92944318', u'human action': '0.95215142', u'selfie': '0.63139904', u'man': '0.82427609'}",[]
10296955_664804956906361_1113679494_n,"{u'football player': '0.84629935', u'baseball positions': '0.86952573', u'player': '0.80551463'}","[u""JUNE 4, 2014\nRH\n20000112102\n7 122\n'S\nN0.0-4.0 0 0 0 0 0\n21\n74\n920\n800\n710\n620\n510\n410\n304\n200\n100\nA:\n"", u'JUNE', u'4', u',', u'2014', u'RH', u'20000112102', u'7', u'122', u""'"", u'S', u'N0.0-4.0', u'0', u'0', u'0', u'0', u'0', u'21', u'74', u'920', u'800', u'710', u'620', u'510', u'410', u'304', u'200', u'100', u'A', u':']"
10004336_369587869846437_680623576_n,"{u'barechestedness': '0.88510311', u'male': '0.79950243', u'human body': '0.54951078', u'organ': '0.65447551', u'leg': '0.654196', u'trunk': '0.54576868', u'abdomen': '0.56882727', u'hand': '0.6377818', u'biceps curl': '0.51439285', u'chest': '0.5218277', u'finger': '0.706702', u'wrestler': '0.66559267', u'sense': '0.579274', u'bodybuilding': '0.77620465', u'muscle': '0.880942', u'arm': '0.78258562'}",[]
10011322_1443442422564816_400433954_n,"{u'shape': '0.59086561', u'text': '0.92717195', u'product': '0.78339839', u'brand': '0.59691668', u'line': '0.71152419'}","[u'Vuovi\nbut ur so woah and im so oh\n', u'Vuovi', u'but', u'ur', u'so', u'woah', u'and', u'im', u'so', u'oh']"
914696_1487146338183627_1679435111_n,"{u'cuisine': '0.502062', u'sandwich': '0.61343932', u'hamburger': '0.88988686', u'meat': '0.61173195', u'food': '0.945026', u'cheeseburger': '0.56945336', u'grilling': '0.67856985', u'french fries': '0.52583522', u'lunch': '0.59317344', u'produce': '0.61183214', u'fast food': '0.6373837', u'dish': '0.92675805', u'breakfast': '0.55490148', u'junk food': '0.5149613', u'meal': '0.74374211', u'veggie burger': '0.59340191'}",[]
10261113_388461601292376_512956735_n,"{u'document': '0.60529792', u'text': '0.94812673', u'brand': '0.59691668', u'writing': '0.65360659', u'handwriting': '0.79351056', u'font': '0.84676206', u'line': '0.55230725'}","[u'Worrying is active atheism\n', u'Worrying', u'is', u'active', u'atheism']"
10296725_1427502467503047_1953521613_n,"{u'military vehicle': '0.51487213', u'jeep': '0.53397936', u'car': '0.96112126', u'off roading': '0.80549443', u'material': '0.56673557', u'automobile make': '0.69991666', u'off road vehicle': '0.64096069', u'off road racing': '0.89324349', u'mud': '0.84124941', u'sport utility vehicle': '0.60194153', u'vehicle': '0.8487938'}",[]
10354450_317467561737544_876628865_n,"{u'plant': '0.9397319', u'land plant': '0.76449025', u'food': '0.96555859', u'ananas': '0.94793081', u'produce': '0.94235712', u'fruit': '0.96606046', u'pineapple': '0.94278806', u'flowering plant': '0.73741519', u'bromeliaceae': '0.93122578'}",[]
10424436_788995391140854_934363475_n,"{u'monochrome photography': '0.58587581', u'person': '0.91144019', u'emotion': '0.57085878', u'black and white': '0.90861893'}","[u'The famous little girl in ""The Poltergeist""\ndied at the age of 12 from cardiac arrest.\nShe refused to watch TV in the hospital.\nShe was afraid that the movie she starred\nin was coming to life.\n', u'The', u'famous', u'little', u'girl', u'in', u'""The', u'Poltergeist""', u'died', u'at', u'the', u'age', u'of', u'12', u'from', u'cardiac', u'arrest.', u'She', u'refused', u'to', u'watch', u'TV', u'in', u'the', u'hospital.', u'She', u'was', u'afraid', u'that', u'the', u'movie', u'she', u'starred', u'in', u'was', u'coming', u'to', u'life.']"
1599978_1377569672513215_1225055741_n,"{u'flooring': '0.70715219', u'floor': '0.746887', u'wall': '0.78786594', u'material': '0.53770506', u'roof': '0.68950933', u'outdoor structure': '0.53885818', u'wood': '0.60127139', u'net': '0.67603844'}",[]
1971544_427776140658912_1241852252_n,"{u'product': '0.77992886', u'document': '0.63231319', u'text': '0.92981309', u'brand': '0.59691668', u'diagram': '0.6840806', u'shape': '0.59254086', u'line': '0.7348696', u'font': '0.74897373', u'presentation': '0.53482372'}","[u'eanbean60\nifineededsome1:\nieanbean603:\nin\nhow do girls know that they\'re off of their\nperiods? do their vaginas like ding or\nsomething?\nan elf pops out and throws confetti at us and\nyells ""YOU\'RE FREE! See you next month""\nso you give birth to an elf every month?\nyes\nand that, kids, is how Santa gets his elves\nand why one of Christmas\' colors is red.\nHOLY SHIT...this website is on drugs\n', u'eanbean60', u'ifineededsome1:', u'ieanbean603:', u'in', u'how', u'do', u'girls', u'know', u'that', u""they're"", u'off', u'of', u'their', u'periods?', u'do', u'their', u'vaginas', u'like', u'ding', u'or', u'something?', u'an', u'elf', u'pops', u'out', u'and', u'throws', u'confetti', u'at', u'us', u'and', u'yells', u'""YOU\'RE', u'FREE!', u'See', u'you', u'next', u'month""', u'so', u'you', u'give', u'birth', u'to', u'an', u'elf', u'every', u'month?', u'yes', u'and', u'that,', u'kids,', u'is', u'how', u'Santa', u'gets', u'his', u'elves', u'and', u'why', u'one', u'of', u""Christmas'"", u'colors', u'is', u'red.', u'HOLY', u'SHIT...this', u'website', u'is', u'on', u'drugs']"
10249318_1407581546187029_1640486694_n,"{u'tournament': '0.60910296', u'competition event': '0.50411403', u'sports': '0.81390244', u'gridiron football': '0.83474815', u'player': '0.7764672', u'american football': '0.7839027', u'soccer': '0.62920451'}","[u'Al \u25a0\n', u'Al', u'\u25a0']"
1741448_230387090418216_1883710211_n,"{u'hair': '0.93806839', u'moustache': '0.63712436', u'hairstyle': '0.76632112', u't shirt': '0.91865075', u'clothing': '0.90701777'}","[u'OLI3\n', u'OLI3']"
10249346_291684247658204_1290951823_n,"{u'hairstyle': '0.77908719', u'knit cap': '0.50565696', u'clothing': '0.9193337', u'cap': '0.84633148', u'hair': '0.94397068', u'pattern': '0.64334637', u'headgear': '0.51811314', u'fashion accessory': '0.65446413', u'hat': '0.72852039'}",[]
914672_1446108188965586_698718793_n,"{u'product': '0.76953119', u'presentation': '0.53258443', u'brand': '0.59691668', u'learning': '0.55500358', u'human action': '0.96516454'}","[u'Samegi\ntrizayngle:\ndo you ever see a really cute\nboy and want to watch him get\nwrecked\n', u'Samegi', u'trizayngle:', u'do', u'you', u'ever', u'see', u'a', u'really', u'cute', u'boy', u'and', u'want', u'to', u'watch', u'him', u'get', u'wrecked']"
928519_1501851996693925_685394285_n,"{u'automotive exterior': '0.69036359', u'leg': '0.65168977', u'tights': '0.68635052', u'material': '0.52626961', u'car seat': '0.569907', u'spandex': '0.56519979', u'clothing': '0.92143834', u'arm': '0.74194217'}","[u'\u5f15\u60502\n', u'\u5f15', u'\u6050', u'2']"
1170137_280389085456234_1530790543_n,"{u'toy': '0.697763', u'art': '0.6708473', u'action figure': '0.57314509'}","[u'TOO\nNY uc.\nBuster.\n', u'TOO', u'NY', u'uc.', u'Buster.']"
926918_1386117688312255_2125679534_n,"{u'plant': '0.79088157', u'flower': '0.86099654', u'art': '0.71123666', u'still life': '0.50763047', u'floral design': '0.65718842', u'flora': '0.85928273', u'aquarium': '0.54507214', u'flower arranging': '0.89752787', u'flower bouquet': '0.61167324', u'floristry': '0.85807008'}",[]
925691_1448572695369031_1121578965_n,"{u'food': '0.57172793', u'spring': '0.63992506', u'flavor': '0.51861668', u'flower': '0.75522673', u'sweetness': '0.55320841'}","[u'CRISPY\nCHICKEN\nRELEASE THE FLAVOR\n', u'CRISPY', u'CHICKEN', u'RELEASE', u'THE', u'FLAVOR']"
1169730_382088638602981_287009292_n,"{u'screenshot': '0.58879185', u'text': '0.9564293', u'brand': '0.59691668', u'shape': '0.58429557', u'line': '0.635482', u'font': '0.89362985', u'presentation': '0.53493458'}","[u""I wish I could go back\nto a time when I could smile\nand it didn't take everything in me to do it\n"", u'I', u'wish', u'I', u'could', u'go', u'back', u'to', u'a', u'time', u'when', u'I', u'could', u'smile', u'and', u'it', u""didn't"", u'take', u'everything', u'in', u'me', u'to', u'do', u'it']"
926638_238767106285294_1772338059_n,{u'selfie': '0.73008287'},"[u'ONE\nONE\n', u'ONE', u'ONE']"
1389503_259694494183416_1423863421_n,"{u'performing arts': '0.83145446', u'guitarist': '0.71512848', u'concert': '0.85758352', u'entertainment': '0.77647215', u'rock concert': '0.87588835', u'performance art': '0.76948035', u'musician': '0.77006269', u'musical theatre': '0.53235239', u'music': '0.78011668', u'bassist': '0.70905066', u'performance': '0.94577235', u'singing': '0.52025467', u'stage': '0.70452482'}",[]
1516410_190567247815434_8515709_n,"{u'brand': '0.59691668', u'photo shoot': '0.58151883'}","[u'EW\n', u'EW']"
927222_477968458978767_301301678_n,{u'screenshot': '0.578155'},"[u'l\n', u'l']"
10005700_1408550946076473_1395433270_n,"{u'document': '0.58100533', u'text': '0.91329771', u'brand': '0.59691668', u'diagram': '0.52651221', u'shape': '0.60055017', u'line': '0.75182158', u'font': '0.71160805', u'presentation': '0.52911055'}","[u'Zodiac awards\naries: angriest asshole award\ntaurus: number two and loving it\naward\ngemini: superficial nervous wreck\naward\ncancer: crybaby emotionpants award\nleo: egotist extraordinaire award\nvirgo: petty perfectionist award\nlibra: indecisive ""individual"" award\nscorpio: secretive bastard award\nsagittarius: expert exaggerator award\ncapricorn: Condescending parent\naward\naquarius: complete weirdo award\npisces: idealistic idiot award\n', u'Zodiac', u'awards', u'aries:', u'angriest', u'asshole', u'award', u'taurus:', u'number', u'two', u'and', u'loving', u'it', u'award', u'gemini:', u'superficial', u'nervous', u'wreck', u'award', u'cancer:', u'crybaby', u'emotionpants', u'award', u'leo:', u'egotist', u'extraordinaire', u'award', u'virgo:', u'petty', u'perfectionist', u'award', u'libra:', u'indecisive', u'""individual""', u'award', u'scorpio:', u'secretive', u'bastard', u'award', u'sagittarius:', u'expert', u'exaggerator', u'award', u'capricorn:', u'Condescending', u'parent', u'award', u'aquarius:', u'complete', u'weirdo', u'award', u'pisces:', u'idealistic', u'idiot', u'award']"
1516581_1433088896908869_1482219795_n,"{u'monochrome photography': '0.60263294', u'text': '0.94307876', u'image': '0.90311521', u'hand': '0.57173645', u'album cover': '0.72184771', u'sense': '0.579274', u'presentation': '0.50866961', u'black and white': '0.91059273'}","[u'\'d rather be hurt\nphysically than emotionally\nbecause you can put\na nd\nour finger\nbut you an\n""It put one\nn yeur heart\nEdeathparradise\n', u""'d"", u'rather', u'be', u'hurt', u'physically', u'than', u'emotionally', u'because', u'you', u'can', u'put', u'a', u'nd', u'our', u'finger', u'but', u'you', u'an', u'""It', u'put', u'one', u'n', u'yeur', u'heart', u'Edeathparradise']"
10369313_1421141298161531_1414989271_n,"{u'extreme sport': '0.60366011', u'boardsport': '0.57074887', u'skateboarding equipment and supplies': '0.57426679', u'skateboarding': '0.68691581', u'skateboard': '0.57093549', u'sports': '0.77823675', u'bicycle motocross': '0.58268183'}","[u'FUCK\nSTREE\nWE\n\u8fd4.\n', u'FUCK', u'STREE', u'WE', u'\u8fd4', u'.']"
10401799_654307461321957_1265006542_n,"{u'product': '0.74486035', u'document': '0.57825232', u'flooring': '0.622452', u'presentation': '0.53042734', u'brand': '0.59691668', u'electronics accessory': '0.542666', u'line': '0.52981561', u'font': '0.76546937', u'technology': '0.60152787'}","[u'CHRISTIANITY vs ISLAM\nThe Quran\n""And kill them wherever you find them, and drive\nthem out from whence they drove you out, and\npersecution is severer than slaughter, and do not\nfight with them at the Sacred Mosque until they\nfight with you in it, but if they do fight you, then\nslay them; such is the recompense of the\nunbelievers.""\n-The Koran. The Cow 2.191\nThe Holy Bible\n""They shall put you out of the synagogues: yea, the\ntime cometh, that whosoever killeth you will think that\nhe doeth God service.""\n-John 16:2\nThe youngest book in The Bible was\nwritten about 70 A.D. The Quran was\nwritten more than 500 years later.\nYet God still managed to warn you...\nCASE CLOSED.... The Prophecy Club\n', u'CHRISTIANITY', u'vs', u'ISLAM', u'The', u'Quran', u'""And', u'kill', u'them', u'wherever', u'you', u'find', u'them,', u'and', u'drive', u'them', u'out', u'from', u'whence', u'they', u'drove', u'you', u'out,', u'and', u'persecution', u'is', u'severer', u'than', u'slaughter,', u'and', u'do', u'not', u'fight', u'with', u'them', u'at', u'the', u'Sacred', u'Mosque', u'until', u'they', u'fight', u'with', u'you', u'in', u'it,', u'but', u'if', u'they', u'do', u'fight', u'you,', u'then', u'slay', u'them;', u'such', u'is', u'the', u'recompense', u'of', u'the', u'unbelievers.""', u'-The', u'Koran.', u'The', u'Cow', u'2.191', u'The', u'Holy', u'Bible', u'""They', u'shall', u'put', u'you', u'out', u'of', u'the', u'synagogues:', u'yea,', u'the', u'time', u'cometh,', u'that', u'whosoever', u'killeth', u'you', u'will', u'think', u'that', u'he', u'doeth', u'God', u'service.""', u'-John', u'16:2', u'The', u'youngest', u'book', u'in', u'The', u'Bible', u'was', u'written', u'about', u'70', u'A.D.', u'The', u'Quran', u'was', u'written', u'more', u'than', u'500', u'years', u'later.', u'Yet', u'God', u'still', u'managed', u'to', u'warn', u'you...', u'CASE', u'CLOSED....', u'The', u'Prophecy', u'Club']"
1738180_454695894657001_809570516_n,"{u'sketch': '0.69341725', u'art': '0.71597105', u'monochrome photography': '0.75391173', u'illustration': '0.550959', u'black': '0.93236458', u'monochrome': '0.76894742', u'drawing': '0.67192769', u'black and white': '0.92746407'}","[u'rent\n', u'rent']"
1391396_169945443205101_96946195_n,"{u'ball': '0.51259178', u'sport venue': '0.75224847', u'football player': '0.88769871', u'touchdown': '0.59233373', u'sports': '0.81224614', u'gridiron football': '0.96378547', u'player': '0.92947048', u'tackle': '0.83731818', u'kick': '0.51278746', u'stadium': '0.699061', u'canadian football': '0.88244468', u'american football': '0.87907124', u'games': '0.51239794', u'soccer': '0.78324509', u'structure': '0.87569696'}",[]
10175089_240349312819846_1894270623_n,"{u'club': '0.56046474', u'music venue': '0.53783524', u'stage': '0.64831448', u'bar': '0.68785095', u'nightclub': '0.75819081'}","[u'EXIT\n', u'EXIT']"
926315_207818292741504_264105375_n,{u'musical theatre': '0.60541487'},"[u'QBEYONDTHEBUZZERNFL\n', u'QBEYONDTHEBUZZERNFL']"
1740780_464061947050551_1996482728_n,"{u'city': '0.82986885', u'metropolis': '0.75183213', u'evening': '0.59526694', u'dusk': '0.52589357', u'panorama': '0.52847755', u'human settlement': '0.7870906', u'skyline': '0.8399089', u'metropolitan area': '0.58838588', u'skyscraper': '0.57373691', u'night': '0.82740092', u'cityscape': '0.83810407'}",[]
1171795_1438004069761694_1615507731_n,"{u'head': '0.74056852', u'selfie': '0.70809239', u'organ': '0.64911318', u'people': '0.9090234', u'image': '0.90266871', u'face': '0.94117349', u'photobombing': '0.5973599', u'person': '0.92433506', u'nose': '0.89219385', u'facial expression': '0.94513953', u'smile': '0.7843796', u'human action': '0.94899839', u'photography': '0.85659218'}",[]
10175178_543605019085412_863167172_n,"{u'tattoo': '0.92842418', u'chest': '0.5218277', u'human body': '0.54558611', u'arm': '0.74419558', u'pattern': '0.58448195'}",[]
1169953_359446750863559_1638007874_n,"{u'text': '0.94913846', u'biology': '0.73252946', u'font': '0.85476089', u'album cover': '0.541696', u'presentation': '0.50672811'}","[u'NO GODS\nNO MANAGERS\nMO COD2\n', u'NO', u'GODS', u'NO', u'MANAGERS', u'MO', u'COD2']"
1169923_570550483034565_101830954_n,"{u'emotion': '0.5795393', u'head': '0.74058914', u'human body': '0.54271728', u'eye': '0.55307174', u'organ': '0.67755556', u'people': '0.9122895', u'photography': '0.8327089', u'face': '0.94428217', u'person': '0.9276967', u'interaction': '0.526179', u'mouth': '0.73085076', u'nose': '0.90710449', u'facial expression': '0.96068782', u'smile': '0.79743797', u'human action': '0.94921786', u'laughter': '0.56788456', u'selfie': '0.67010671'}",[]
1737792_1440791242823059_724186269_n,"{u'brand': '0.59691668', u't shirt': '0.86051548', u'clothing': '0.92544669', u'outerwear': '0.61703873', u'sleeve': '0.80461413'}","[u'IL\n', u'IL']"
1172599_775254382499266_1960902036_n,"{u'barechestedness': '0.9539811', u'people': '0.890358', u'festival': '0.5864675', u'spring break': '0.63841236', u'muscle': '0.69604653', u'pride parade': '0.6199581'}","[u'e\ny(\n\u516c/\n', u'e', u'y', u'(', u'\u516c', u'/']"
1527743_220326324818145_1689011936_n,"{u'musical theatre': '0.59535414', u'audience': '0.59538078', u'fashion': '0.68647188', u'people': '0.87419266'}",[]
10011220_427610860718700_758011129_n,"{u'brand': '0.59691668', u'presentation': '0.5336929', u'community': '0.66989374'}","[u'ilcraic:\nlilcraic:\n2010 one direction was wild\n', u'ilcraic:', u'lilcraic:', u'2010', u'one', u'direction', u'was', u'wild']"
918145_609376705810247_152320770_n,"{u'musician': '0.85835171', u'social group': '0.92639834', u'music': '0.72515428', u'team': '0.79328108', u'singing': '0.55070931', u'stage': '0.67600244'}","[u'CALL DUTY\nCALA-DUTY\nnfinil mara\nAAMBOH\n| CAL-DUTY\nXBOX\ninil\nXBr\ninil\nCALL-DIr\n', u'CALL', u'DUTY', u'CALA', u'-', u'DUTY', u'nfinil', u'mara', u'AAMBOH', u'|', u'CAL', u'-', u'DUTY', u'XBOX', u'inil', u'XBr', u'inil', u'CALL', u'-', u'DIr']"
1388998_585193614868498_1163822098_n,"{u'product': '0.732978', u'web page': '0.59532923', u'text': '0.91176695', u'brand': '0.59691668', u'diagram': '0.62446523', u'shape': '0.58285874', u'line': '0.62140375', u'font': '0.7987777', u'presentation': '0.53423548', u'document': '0.56859195'}","[u""#amazing fact\n11/11/2013 6:58 pm\nID TRACE\ntweet something to do with\nchicken if you read this? <3\n17/11/2013 12:04 am\nID TRACE\nwanted Ri\nto let you know We will be here\nfor you no matter what happens\nx love you lots\n17/11/2013 12:05 am\nLove u lots x didn't mean it like\nit sounded.\n"", u'#amazing', u'fact', u'11/11/2013', u'6:58', u'pm', u'ID', u'TRACE', u'tweet', u'something', u'to', u'do', u'with', u'chicken', u'if', u'you', u'read', u'this?', u'<3', u'17/11/2013', u'12:04', u'am', u'ID', u'TRACE', u'wanted', u'Ri', u'to', u'let', u'you', u'know', u'We', u'will', u'be', u'here', u'for', u'you', u'no', u'matter', u'what', u'happens', u'x', u'love', u'you', u'lots', u'17/11/2013', u'12:05', u'am', u'Love', u'u', u'lots', u'x', u""didn't"", u'mean', u'it', u'like', u'it', u'sounded.']"
1169068_466704850105709_1739791804_n,"{u'presentation': '0.52858555', u'advertising': '0.54069054', u'human action': '0.96683872'}","[u'Me when my\ninternet fails\nTWERKINGWITHCLOUDS\n', u'Me', u'when', u'my', u'internet', u'fails', u'TWERKINGWITHCLOUDS']"
926308_615442611848289_1512529326_n,"{u'youth': '0.74893516', u'football player': '0.88774234', u'sports': '0.6595878', u'gridiron football': '0.93598616', u'player': '0.93634218', u'team': '0.8702876', u'american football': '0.85566443', u'soccer': '0.72508925'}","[u'yrp\nState\n-2\n', u'yrp', u'State', u'-2']"
925675_681461335206902_77935136_n,"{u'muscle': '0.778173', u'selfie': '0.52685171', u'hair': '0.94697165', u'person': '0.91936094', u'finger': '0.50561464', u'male': '0.82552707', u'clothing': '0.91532236', u'man': '0.84672576'}",[]
1742216_144825105687698_1636507423_n,"{u'hairstyle': '0.74743026', u'fashion': '0.64324635', u'beauty': '0.80525476', u'portrait photography': '0.70802885', u'photo shoot': '0.64219058', u'hair': '0.93819088', u'portrait': '0.72464085', u'model': '0.60724986', u'clothing': '0.9119969'}","[u'nam\n', u'nam']"
1168678_1418773581687481_193706187_n,"{u'circus': '0.52174664', u'amusement ride': '0.50123096', u'amusement park': '0.63154161', u'musical theatre': '0.61060596', u'performance': '0.91060686', u'stage': '0.67610151'}","[u""outuu\nnUIll' 'll I I I I I I\n"", u'outuu', u'nUIll', u""'"", u""'"", u'll', u'I', u'I', u'I', u'I', u'I', u'I']"
1889121_335984109867081_1898940118_n,"{u'banknote': '0.68221265', u'money': '0.76528448', u'dollar': '0.55261', u'cash': '0.76598656', u'label': '0.64025068', u'currency': '0.89617532', u'paper': '0.56768709', u'vehicle registration plate': '0.64207894', u'font': '0.70520896'}","[u'OF AMERICA\nOD WE TREST\nTHE UNITED STATESOF AMERICA\nTWE TROST\nIN\n', u'OF', u'AMERICA', u'OD', u'WE', u'TREST', u'THE', u'UNITED', u'STATESOF', u'AMERICA', u'TWE', u'TROST', u'IN']"
10413217_680103225377704_984412210_n,"{u'product': '0.75588912', u'sports uniform': '0.6950742', u'outerwear': '0.81575996', u'sleeve': '0.89178437', u'brand': '0.59691668', u't shirt': '0.94985485', u'sleeveless shirt': '0.66851038', u'black': '0.933389', u'font': '0.74499047', u'clothing': '0.94201887', u'sportswear': '0.55506772', u'shirt': '0.60094583'}","[u'GIANT\nGO\nHOME\n', u'GIANT', u'GO', u'HOME']"
1742527_644617285598444_1911699364_n,"{u'poster': '0.77888072', u'brand': '0.59691668', u'advertising': '0.65049493'}","[u'DRE\nDR.\nNoor D\nDEATH\nROW\nINMATES\nDIGITALLY REMASTERED\n', u'DRE', u'DR.', u'Noor', u'D', u'DEATH', u'ROW', u'INMATES', u'DIGITALLY', u'REMASTERED']"
1739996_206611502872013_809118095_n,"{u'document': '0.55260122', u'text': '0.92719388', u'brand': '0.59691668', u'diagram': '0.58214092', u'shape': '0.59801155', u'line': '0.7572028', u'font': '0.7659362', u'presentation': '0.53115135'}","[u""rosefyler\ntoday i was running late for school\nand i was sprinting down the street to\nmake it on time and suddenly i turned\nto my left and my history teacher was\nrunning as well and he just screamed\nto me THIS IS THE FIRST TIME I'VE\nEXERCISED IN 18 YEARS\n"", u'rosefyler', u'today', u'i', u'was', u'running', u'late', u'for', u'school', u'and', u'i', u'was', u'sprinting', u'down', u'the', u'street', u'to', u'make', u'it', u'on', u'time', u'and', u'suddenly', u'i', u'turned', u'to', u'my', u'left', u'and', u'my', u'history', u'teacher', u'was', u'running', u'as', u'well', u'and', u'he', u'just', u'screamed', u'to', u'me', u'THIS', u'IS', u'THE', u'FIRST', u'TIME', u""I'VE"", u'EXERCISED', u'IN', u'18', u'YEARS']"
914668_1443989212508571_1102155566_n,"{u'hairstyle': '0.76934612', u'sunglasses': '0.56415313', u'vision care': '0.84634244', u'eyewear': '0.93407762', u'facial hair': '0.96935517', u'hair': '0.98143363', u'glasses': '0.89092278', u'moustache': '0.66299909', u'beard': '0.93490237'}","[u'IMPACT 365.\n', u'IMPACT', u'365.']"
924204_251210268370007_559222191_n,"{u'musical theatre': '0.59145969', u'performance': '0.86660671', u'disco': '0.56279635', u'music': '0.65298742', u'people': '0.87876707'}","[u'\u65e8\noen\n', u'\u65e8', u'oen']"
1168924_539113682843970_2028698962_n,"{u'photograph': '0.93157852', u'muscle': '0.77312177', u'photography': '0.84480381', u'photo shoot': '0.53595006', u'arm': '0.68886691', u'model': '0.56023103', u'male': '0.80994707', u'image': '0.90432495', u'man': '0.82239753'}",[]
1390338_177509089112694_1680876681_n,"{u'player': '0.82654935', u'sports': '0.53626716', u'football player': '0.84743375', u'basketball moves': '0.60583603', u'tackle': '0.50425488', u'touchdown': '0.60136533'}","[u'\u76616\n58\n', u'\u7661', u'6', u'58']"
10431947_267558480098106_991355255_n,"{u'art': '0.75527692', u'color': '0.96886373', u'number': '0.5200386', u'wall': '0.81773579', u'shape': '0.58346742', u'font': '0.77881169'}","[u'COPS\n', u'COPS']"
10362141_520958144682614_493363073_n,"{u'biceps curl': '0.51287854', u'human body': '0.54473883', u'sport venue': '0.71126145', u'thigh': '0.80911022', u'leg': '0.67191029', u'physical fitness': '0.53978127', u'selfie': '0.7419908', u'abdomen': '0.66486132', u'human action': '0.96560079', u'arm': '0.75480086', u'person': '0.90323138', u'chest': '0.5218277', u'finger': '0.67746985', u'hand': '0.58236206', u'trunk': '0.56947124', u'muscle': '0.79393607', u'active undergarment': '0.85673857', u'room': '0.85535789'}",[]
1390069_181588782042101_598359572_n,"{u'screenshot': '0.57379782', u'text': '0.951844', u'brand': '0.59691668', u'computer wallpaper': '0.51383042', u'logo': '0.72970384', u'font': '0.89437312', u'presentation': '0.50665379'}","[u'IF YOU HAVE FAITH\nIN ME WALKING\nAGAIN COMMENT\nFAITH\n', u'IF', u'YOU', u'HAVE', u'FAITH', u'IN', u'ME', u'WALKING', u'AGAIN', u'COMMENT', u'FAITH']"
1171954_588637377838716_674275089_n,"{u'antique car': '0.83986843', u'touring car': '0.56087852', u'car': '0.992193', u'land vehicle': '0.969033', u'automobile make': '0.73054904', u'luxury vehicle': '0.75121176', u'motor vehicle': '0.96197468', u'automotive design': '0.77788007', u'classic': '0.5150367', u'race car': '0.67888343', u'vehicle': '0.98078519', u'vintage car': '0.90391457', u'sports car': '0.66574192'}","[u'8116\nLEVIS TIRES\n', u'8116', u'LEVIS', u'TIRES']"
